,Titel,Artikel,Datum
5903,Transport Online - Snelweg afgesloten geweest na scharen vrachtwagen,"Snelweg afgesloten geweest na scharen vrachtwagen DEURNE - Op de snelweg A67 ter hoogte van Deurne is maandagochtend rond 6.30 uur een vrachtwagen geschaard door de gladheid.  


Vervolgens is daar een personenauto tegenaan gereden. De 42-jarige bestuurster uit Venlo en één van haar twee dochters, die bij haar in de auto zaten, liepen daardoor nekklachten op. Verder raakte niemand gewond.  


De vrachtwagen werd bestuurd door een 42-jarige man uit Roemenie. Als gevolg van het ongeval is een deel van de snelweg een tijd afgesloten geweest.",10/04/2019
5904,Transport Online - OM eist zes maanden gevangenisstraf na dodelijke aanrijding,"OM eist zes maanden gevangenisstraf na dodelijke aanrijding ZOETERMEER/DEN HAAG - De officier van justitie heeft vandaag tegen een 22-jarige vrachtwagenbestuurder uit Emmer-Compascuum een gevangenisstraf geëist van zes maanden en een rijontzegging van drie jaar.  


De 22-jarige man moest vandaag voor de rechter verschijnen omdat hij op 20 januari 2009 in Zoetermeer een dodelijk ongeval heeft veroorzaakt. Hierbij kwam een 12-jarige jongen uit Zoetermeer om het leven.  


De verdachte had die bewuste dag zijn lading gelost en was rond vijf uur 's middags op de terugweg. De vrachtwagenbestuurder stond op de kruising van de Eerste Stationsstraat met de Karel Doormanlaan stil voor een rood stoplicht. Hij had zijn knipperlicht aan.  

 


Toen het licht op groen sprong, sloeg de vrachtwagenbestuurder rechtsaf. Hierbij zag hij de 12-jarige fietser over het hoofd. Getuigen zagen hoe de bak van de oplegger de fietser steeds meer insloot. De jongen probeerde nog met zijn fiets op de stoep te komen, maar de oplegger raakte de bagagedrager van de fiets en de jongen kwam onder de vrachtwagen terecht. Hij overleed in het ziekenhuis aan zijn verwondingen.  


De bestuurder heeft verklaard dat hij in zijn spiegel had gekeken maar niemand had gezien. Uit politieonderzoek is gebleken dat de rechterbuitenspiegel niet goed was afgesteld en daardoor niet aan de wettelijke instellingen voldeed. Daarnaast bleek uit het onderzoek dat de rechterbuitenspiegel erg vies was en dat het zicht extra belemmerd werd doordat er ook nog eens een gordijn voor het raam van het rechterportier hing. Ook had de bestuurder al meer dan een jaar de instellingen van zijn buitenspiegels niet meer gecontroleerd.  


De rechtbank doet over 14 dagen uitspraak.",10/04/2019
5905,Transport Online - Vrachtwagen verliest oplegger [+foto],"Vrachtwagen verliest oplegger  ROTTERDAM - Een onfortuinlijke chauffeur verloor vanmiddag rond 16:00 uur zijn oplegger om de A20 bij Rotterdam Spaansepolder. 


Waardoor de oplegger is losgeschoten is nog niet bekend. De oplegger is afgesleept door een bergingsbedrijf. 


Een oplettende bezoeker van Transport Online heeft dit voor ons vastgelegd op de gevoelige plaat.",10/04/2019
5906,Transport Online - Aanrijding tegen geparkeerde vrachtwagen,"Aanrijding tegen geparkeerde vrachtwagen BENEDEN-LEEUWEN - Woensdagmiddag omstreeks 14.00 uur vond er op de Waterstraat een aanrijding plaats. Een 40-jarige automobilist raakte hierbij gewond.  


Een 40-jarige automobilist uit Boven-Leeuwen kwam uit de richting van de Trambaan en reed in de richting van het centrum. Op de kruising met de Waterstraat had de 40-jarige voorrang. Daar kwam op dat moment een 48-jarige automobilist uit Deest aanrijden. Omdat de 48-jarige niet genoeg zicht had, reed hij een stukje de kruising op. De 40-jarig schrok hiervan en week uit. Daarbij botste hij tegen een geparkeerde vrachtwagen. De 40-jarige liep rugletsel op en werd met de ambulance overgebracht naar het Canisius Wilhelmina Ziekenhuis in Nijmegen. 


Door de botsing werd de dieseltank van de vrachtwagen geraakt, waardoor deze begon te lekken. Een speciaal bedrijf kwam ter plaatse om de grond te reinigen.",10/04/2019
5907,Transport Online - Vrachtwagen geschaard op A31,Vrachtwagen geschaard op A31 RUTENBROCK - Even voor half 8 is de Duitse A31 afgesloten ter hoogte van Rutenbrock door een ongeval. Er is ter plaatse een vrachtauto geschaard. ,10/04/2019
5908,Transport Online - Vrachtwagen en trein botsen in Brugge,"Vrachtwagen en trein botsen in Brugge BRUGGE - In Brugge is vanmiddag een vrachtwagen tegen een goederentrein gebotst. De vrachtwagenchauffeur raakte daarbij zwaargewond, maar verkeert niet in levensgevaar. 


Het ongeval gebeurde iets voor de middag. De goederentrein, geladen met auto's, blokkeerde de rijbaan. Vermoedelijk was de truckchauffeur door de laagstaande zon verblind, waardoor hij de goederentrein niet tijdig opmerkte. 


Het ongeval zorgt niet voor hinder voor de gewone treinreizigers. De sporen voor goederentransport zijn wel nog versperd.",10/04/2019
5909,Transport Online - Vrachtwagen vast in de berm [+foto's],"Vrachtwagen vast in de berm  MIDDELBURG - Een vrachtwagen heeft gisteren aan de Schroeweg voor verkeershinder gezorgd. 


De vrachtwagen was aan het einde van de middag met de rechterwielen naast de weg belandt op het gedeelte van de Schroeweg tussen de kruising Statenlaan-Vrijlandstraat en de kruising Torenweg. De bestuurder bleef ongedeerd, maar de truck kon met geen mogenlijkheid meer op eigen kracht de weg op gedraaid worden. 


Bergingsbedrijf Kuzee werd opgeroepen om de vrachtwagen los te trekken, maar dat bleek ook geen optie. Vandaar dat er een telekraan is opgeroepen om het gevaarte weer met alle wielen op het asfalt te zetten. ",10/04/2019
5910,Transport Online - Gewonde bij ongeval met vrachtwagen [+foto],"Gewonde bij ongeval met vrachtwagen  ROTTERDAM - Op de Reeweg in Rotterdam, voor de deur van een douanekantoor, is vanmiddag een aanrijding geweest. Een personenauto is in aanraking gekomen met een vrachtauto.  


Hoe het ongeval plaats heeft kunnen vinden is nog niet helemaal duidelijk maar een getuige sprak er over dat een van de twee door rood licht gereden zou zijn. 


De bestuurder van de personenauto is door de brandweer uit zijn auto geknipt en afgevoerd naar een ziekenhuis.",10/04/2019
5911,Transport Online - Invoegende automobilist zorgt voor aanrijding,"Invoegende automobilist zorgt voor aanrijding PUTTEN - Op maandagochtend 8 februari vond er een aanrijding plaats op de Voorthuizerstraat in Putten. Hierbij waren twee personenauto's en een vrachtwagen betrokken. Er raakte niemand gewond.   


Een 47-jarige man uit Ermelo reed in zijn personenauto omstreeks 07:30 uur over de Voorthuizerstraat in de richting van Voorthuizen. Hij was bezig met het inhalen van een vrachtwagen. Tijdens het inhalen draaide een 61-jarige automobiliste uit Putten de weg op. Hierop ontstond een aanrijding tussen beide auto's.  


De 47-jarige man schoot daarna tegen de vrachtwagen aan en kwam in de berm terecht. Hij botste aan de andere kant nogmaals tegen de vrachtwagen aan. De man kwam vervolgens weer in de berm en botste tegen een lantaarnpaal, een hek en een heg aan. ",10/04/2019
5912,Transport Online - Ongeval meerdere vrachtwagens op A15 [+foto],"Ongeval meerdere vrachtwagens op A15  ROTTERDAM - De Verkeerspolitie van het Korps landelijke politiediensten stelt een onderzoek in naar een ongeval waarbij meerdere vrachtwagens betrokken waren op de A15 ter hoogte van Rotterdam.  


Omstreeks 12.43 uur botsten twee vrachtauto's op de rechter rijstrook op elkaar, daarachter botsten nog eens twee vrachtauto's op elkaar. Een 53-jarige chauffeur uit Dordrecht is met nekklachten overgebracht naar het ziekenhuis. Twee rijstroken zijn tijdelijk afgeloten voor het verkeer.  

 


Tenminste drie vrachtautos dienen te worden afgesleept. De stremming zal waarschijnlijk tot in de avond voortduren.",10/04/2019
5913,Transport Online - Ongeval met vrachtwagens zorgt voor file [update],"WAARDENBURG - [update 11:30 uur] - Op de A2 Den Bosch - Utrecht zijn ter hoogte van Waardenburg twee vrachtwagens met elkaar in botsing gekomen. Hierbij is een vrachtwagenchauffeur bekneld komen te zitten. 


Vanaf Kerkdriel stond korte tijd file, over een lengte van 8 kilometer. De vertraging lag op het hoogtepunt op 21 minuten meldt de Verkeersinformatiedienst.",10/04/2019
5914,Transport Online - Goederentrein in botsing met vrachtwagen,"Goederentrein in botsing met vrachtwagen ANTWERPEN - In de Antwerpse haven is maandagmiddag een goederentrein op een vrachtwagen gebotst. Dat bevestigt Frédéric Petit van Infrabel. ""Rond de middag kwam een vrachtwagen in botsing met een goederentrein bij een overweg in de buurt van de Noorderlaan"", zegt Petit. ""Het ongeval oogde erg spectaculair, maar gelukkig vielen er geen gewonden en bleef het enkel bij blikschade."" 


Ook de hinder voor het trein- en wegverkeer bleef volgens Infrabel binnen de perken. ""De treinen werden lokaal omgeleid en ook voor het wegverkeer werd een omleiding opgezet. Enkel ter hoogte van de nabijgelegen Tabaknatie zorgde de versperde overweg voor de nodige hinder."" 


Rond 18 uur was men nog altijd bezig met de takelwerkzaamheden van de vrachtwagen. De schade aan de sporen blijft volgens de eerste vaststellingen miniem.  

 


Infrabel verwacht dan ook dat vanaf dinsdagochtend het treinverkeer weer normaal zal verlopen. Verder onderzoek moet duidelijkheid scheppen over de exacte oorzaak van het ongeval. Aan de bewuste overweg staan geen slagbomen. Het verkeer wordt gewaarschuwd met lichten en een belsignaal.",10/04/2019
5915,Transport Online - Fietser gewond door vrachtwagendeur,"Fietser gewond door vrachtwagendeur DOETINCHEM - Een 59-jarige fietser uit Doetinchem is vrijdagmiddag 5 februari gewond geraakt, toen hij over het hoofd werd gezien door een vrachtwagenbestuurder die net uit zijn cabine wilde stappen.  


De fietser fietste rond 12.00 uur langs een vrachtwagen die stond geparkeerd op de Mercuriusstraat in Doetinchem. Net op het moment dat hij ter hoogte van de cabine was, deed de 35-jarige vrachtwagenchauffeur uit Polen zijn deur open.  


De fietser botste tegen de deur en kwam ten val. De fietser liep letsel op aan zijn borst en is per ambulance naar het ziekenhuis vervoerd. ",10/04/2019
5916,Transport Online - Brug over E313 staat op instorten na aanrijding vrachtwagen,"Brug over E313 staat op instorten na aanrijding vrachtwagen GEEL-WEST - Op de E313 autosnelweg is vrijdagmiddag een vrachtwagen tegen een brug gereden ter hoogte van Geel-West. De gevolgen van dat ongeval zijn catastrofaal. Door de klap is de brug over de autosnelweg instabiel. De rijbaan richting Hasselt is volledig versperd. Dat meldt het Verkeerscentrum.  


Rond 11 uur knalde de vrachtwagen met zijn kraan tegen de bovenkant van de brug. De precieze omstandigheden van dat ongeval zijn nog niet bekend. Kort na het ongeval dikte de file aan tot ruim zeven kilometer. Alle verkeer richting Hasselt moet ter hoogte van Geel-West lokaal omrijden. Langeafstandsverkeer dat naar Hasselt moet, wordt aangeraden om via Brussel te rijden. 


Voor het verkeer richting Antwerpen is er voorlopig nog geen hinder. Het instabiele deel van de brug zou zich momenteel enkel boven de rijbaan richting Hasselt bevinden. Ook ter hoogte van Herentals ondervindt het verkeer richting Hasselt al heel wat hinder. Door de herstellingswerken aan het wegdek is er slechts één rijvak beschikbaar. Dat zorgt voor vertraagd verkeer vanaf Massenhoven. Brug wordt afgebroken 


Een ingenieur besliste na de middag dat de brug moet worden afgebroken.",10/04/2019
5917,Transport Online - Voetganger overleeft aanrijding door vrachtwagen,"Voetganger overleeft aanrijding door vrachtwagen SAARBRÜCKEN(D) - In het Duitse Saarbrücken, niet ver van de grens met Luxemburg en Frankrijk, werd een 58-jarige man omver gereden door een vrachtwegen en dertig meter meegesleept. Als bij wonder overleefde het slachtoffer het incident. 


De bestuurder van de vrachtwagen had niets door tot plots enkele ooggetuigen al wuivend de straat oprenden om hem er attent op te maken wat er was gebeurd. 


De aangereden voetganger was er in geslaagd om zich aan de uitlaatpijp vast te grijpen en belandde zo net niet onder de wielen van de vrachtwagen.  

 


Volgens de woordvoerder van de plaatselijke politie liep het slachtoffer enkel wat brandwonden op. ",10/04/2019
5918,Transport Online - Zes doden in Rusland bij ongeval tussen bus en vrachtwagen,"Zes doden in Rusland bij ongeval tussen bus en vrachtwagen Bij een botsing tussen een lijnbus en een vrachtwagen zijn in Rusland minstens zes mensen gedood en 15 anderen gewond geraakt.  


De bus met 19 passagiers was in de deelrepubliek Dagestan in de noordelijke Kaukasus frontaal op de vrachtwagen gebotst. Dat verklaarde een politiewoordvoerder donderdag aan het persagentschap Interfax. 


Onder de doden bevonden zich ook de beide chauffeurs. De bus was onderweg van de Dagestaanse hoofdstad Machatsjkala naar Moskou.",10/04/2019
5919,Transport Online - Vrachtwagenchauffeur onwel geworden en overleden,"Vrachtwagenchauffeur onwel geworden en overleden HARBRINKHOEK - Een 62-jarige vrachtwagenchauffeur uit Almelo is op woensdag 3 februari tijdens het besturen van een vrachtwagen onwel geworden en overleden. 


Woensdagavond 3 februari omstreeks 19.30 uur kreeg de politie melding van een eenzijdige aanrijding op de Ootmarsumseweg in Harbrinkhoek.  


Daar bleek een vrachtwagenchauffeur met zijn vrachtauto in een tuin tot stilstand was gekomen. De bestuurder kwam uit de richting van Albergen en ging in de richting van Almelo. ",10/04/2019
5920,Transport Online - Meisje op paard geschept door vrachtwagen,"Meisje op paard geschept door vrachtwagen GROENEKAN - In Groenekan is vanmiddag een 10-jarig meisje op een paard ernstig gewond geraakt bij een verkeersongeluk. Ze kwam in botsing met een vrachtwagen. 


Het ongeluk gebeurde op de Nieuwe Weteringseweg, de provinciale weg. Het meisje reed de weg op en werd toen geschept door de truck. 


Het kind is zwaargewond naar het UMC in Utrecht gebracht, maar verkeert niet in levensgevaar. ",10/04/2019
5921,Transport Online - Vrachtauto geschaard op A28,"Vrachtauto geschaard op A28 DE WIJK - Op de A28 ter hoogte van De Wijk schaarde woensdagmorgen tegen 05:40 uur ten gevolge van de gladheid een truck met oplegger.  


Mogelijk doordat de 60-jarige bestuurder uit Schiedam geen autogordel droeg raakte hij daarbij gewond aan zijn hoofd en schouders. Hij is per ambulance overgebracht naar het ziekenhuis in Hoogeveen.  


Het verkeer ondervond enkele uren hinder doordat de truck met oplegger een deel van de snelweg blokkeerde evenals de daarop volgende bergingswerkzaamheden. ",10/04/2019
5922,Transport Online - Twaalf doden bij ongeval met schoolbus in Brazilie,"Twaalf doden bij ongeval met schoolbus in Brazilie Negen kinderen en drie volwassenen zijn bij een ongeval met een schoolbus in Brazilië om het leven gekomen. Er vielen ook nog eens 29 gewonden. De bus was met een vrachtwagen in botsing gekomen. 


De kinderen waren op de terugweg van hun eerste schooldag na de zomervakantie. Volgens de politie raakte de met soja geladen vrachtwagen van de weg en kwam zo in botsing met de schoolbus. ",10/04/2019
5923,Transport Online - Zoutzuur vrij gekomen na ongeval met heftruck,"Zoutzuur vrij gekomen na ongeval met heftruck APELDOORN - Bij het bedrijf MSD aan de Vlijtseweg in Apeldoorn, is maandagmiddag rond 15.45 uur, bij een ongeluk met een vorkheftruck ongeveer 900 liter zoutzuur vrijgekomen. Niemand raakte gewond.  


De bedrijfsbrandweer van het bedrijf nam onmiddellijk de eerste maatregelen, waardoor de gevolgen beperkt bleven. Metingen van de brandweer wezen uit, dat er geen gevaar voor de omgeving is ontstaan.  


Het ongeluk met de heftruck vond plaats in een speciale afgesloten opslagloods. Een kunststof container met de 900 liter zoutzuur werd geraakt en zodanig beschadigd dat de container leeg liep. De stof kwam terecht op de speciale vloeistofdichte vloer.  

 


De damp werd onmiddellijk door de bedrijfsbrandweer neergeslagen door te benevelen. Het met water verdunde zoutzuur kon vervolgens worden weggepompt en in lege containers worden opgevangen.  


De Vlijtseweg werd uit voorzorg door de politie afgesloten. Bij metingen van de te hulp geroepen regionale brandweer, werden door de Adviseurs Gevaarlijke Stoffen (meetploegen) van dit brandweerkorps, in de omgeving van het bedrijf geen vrijgekomen dampen waargenomen.  


Het gevaar bleek in korte tijd onder controle. Het verkeer op de Vlijtseweg werd rond 18.00 uur weer vrij gegeven. De hulpdiensten konden omstreeks 19.00 uur inrukken.",10/04/2019
