Titel,Artikel,Datum,,
Leiden: Ongeluk wordt snorfietsster fataal,"Leiden: Ongeluk wordt snorfietsster fataal 
	  Bij een verkeersongeval in Leiden is vrijdagmiddag een vrouw om het leven gekomen. Rond 14.45 uur kwam de snorfietsster onder een vrachtauto terecht op de Willem de Zwijgerlaan, meldt de politie. De vrachtauto, bestuurd door een 46-jarige man uit Leidschendam, wilde vanaf het terrein van de Groenoordhallen de Willem de Zwijgerlaan oprijden. De vrouw, van wie de persoonsgegevens nog niet bekend zijn, werd zwaargewond naar het ziekenhuis gebracht. Daar overleed ze.		",2009-08-07,,
De Rips: Man uit Sambeek overleden: auto raakt boom en belandt in een greppel,"De Rips: Man uit Sambeek overleden: auto raakt boom en belandt in een greppel 
	  Een 46-jarige automobilist uit Sambeek is zaterdagochtend overleden nadat zijn auto van de weg raakte en via de greppel op een boom knalde in de Kruisberglaan in De Rips. Hoe het ongeluk kon gebeuren, is niet bekend. Vanwege de ernst van het ongeluk werd een traumateam opgeroepen, maar de automobilist - die bekneld zat - was niet meer te redden.  De politie onderzoekt hoe het ongeluk kon gebeuren. De weg werd in verband met dit onderzoek een tijd lang afgesloten. BN DeStem schreef: Man omgekomen bij ongeluk in De Rips Bij een ongeluk op de Stippelberg/Kruisberglaan in de Rips is zaterdagochtend iets na 10.00 uur een man omgekomen. Het gaat om de bestuurder van de auto. Door onbekende oorzaak raakte de auto van de weg, belandde in de sloot en botste tegen een boom. De politie doet onderzoek naar de oorzaak van het ongeluk. De weg is afgesloten. http://imgb.igcdn.nl/ef4b51a1c0f347c08e2c1790e6040e3a/opener/De_auto_eindigde_in_een_greppel_(Foto_SQ_Vision).jpg https://images1.persgroep.net/rcs/xVCLw_uaj_ZL_bVk9BCyr30eW4Y/diocontent/117363966/_fitwidth/694/?appId=21791a8992982cd8da851550a453bd7f&quality=0.9		",2018-01-13,,
De Mortel: Dodelijk verkeersongeval,"De Mortel: Dodelijk verkeersongeval  - De 62-jarige M.van Ansem uit Milheeze is donderdagmiddag rond 16.10 uur op de Ontginningsweg in De Mortel om het leven gekomen bij een verkeersongeval. De man was met de fiets. Uit tegengestelde richting kwam een tractor met aanhangwagen. De bestuurder van de tractor , een 29-jarige man uit De Mortel, week uit naar rechts. Desondanks raakte de fietser met het stuur van zijn rijwiel de tractor en kwam onder de tractor terecht. Hij overleed ter plaatste aan zijn verwondingen. ",2003-01-30,,
Nunspeet - N310: Voetgangster uit Nunspeet (41) verongelukt,"
	  Een 41-jarige vrouw uit Nunspeet is woensdagavond 3 december op de Elburgerweg in Nunspeet bij een ongeval om het leven gekomen. De vrouw stak te voet plotseling de weg over. Een 24-jarige autobestuurder uit Elburg kon haar niet meer ontwijken. De 24-jarige automobilist reed omstreeks 18:55 uur over de Elburgerweg in de richting van Nunspeet. Bij de kruising met de Bovenweg draaide een andere auto de Elburgerweg op in zijn richting. Direct nadat beide auto’s elkaar passeerden, stak het slachtoffer de weg over. De autobestuurder uit Elburger kon de aanrijding niet meer voorkomen. De vrouw is ter plaatse aan haar verwondingen overleden. De specialisten van het team Verkeersongevallen Analyse zijn ter plaatse een onderzoek gestart naar de toedracht van het ongeval. Getuigen die iets van het ongeval hebben gezien, of de vrouw kort voor het ongeval in de berm of fietspad hebben zien lopen, wordt gevraagd zich te melden via 0900-8844. 		",2008-12-03,,
Man (55) verongelukt in Eindhoven," - Een 55-jarige man uit Schijndel is dinsdagmorgen om het leven gekomen bij een ongeluk in Eindhoven. Hij stak om elf uur te voet de Boschdijktunnel over. Daarbij zag hij kennelijk een bus over het hoofd, die vanaf de Fellenoord aan kwam rijden.  Het slachtoffer werd op de busbaan aangereden en overleed ter plekke aan hersenletsel. ",2003-05-06,,
A10 - Amsterdam: Dode bij ongeluk,"
	  Een 64-jarige vrouw uit Purmerend is donderdag rond 12.30 uur overleden na een aanrijding tussen drie personenauto’s op de A10 buitenring. De aanrijding vond plaats rond 10.15 uur voor de ingang van de Coentunnel Noord waar een file was ontstaan. Twee andere personen raakten gewond: een 37-jarige vrouw uit Dortmund en haar 2-jarige zoon. De Duitse vrouw en haar zoon hebben geen blijvend letsel opgelopen en hebben het ziekenhuis inmiddels weer verlaten. De bestuurder van de derde auto bleef ongedeerd.  Het gezin uit Duitsland zat in de auto die achterop de file reed. De 38-jarige bestuurder van de auto en tevens vader van het gezin is meegenomen naar het politiebureau voor verhoor.  Een traumahelikopter is ter plaatse geweest om de 64-jarige vrouw te reanimeren. Zij werd naar een ziekenhuis vervoerd, waar zij even later aan haar verwondingen is overleden. In verband met de hulpverlening is de A10 tijdelijk afgesloten geweest voor verkeer. De weg is inmiddels weer vrijgegeven		",2009-09-03,,
IJhorst: Zestienjarige bromfietser overlijdt na ongeval ,"IJhorst: Zestienjarige bromfietser overlijdt na ongeval  
	  Een zestienjarige bromfietser uit Staphorst raakte vrijdagmiddag zwaar gewond, toen hij tegen een boom aan de Heerenweg in IJhorst reed. De jongen passeerde een motor met zijspan, maar moest in een bocht vanwege een tegenligger nogal snel weer naar z’n eigen rijbaan. Hierdoor raakte de jongeman uit balans en botste tegen een boom. Hij kwam zwaar gewond midden op het wegdek terecht. Het slachtoffer werd in zeer kritieke toestand naar een ziekenhuis in Zwolle overgebracht, waar hij aan zijn verwondingen bezweek. 		",2010-04-09,,
Twee dodelijke slachtoffers bij aanrijding,"Twee dodelijke slachtoffers bij aanrijding Dinsdagmiddag 9 mei vond omstreeks 12.30 uur een ernstige aanrijding plaats op de kruising Oostermaatweg met de Horstweg in Vriezenveen. Een 39 jarige automobilist uit Langeveen reed vanuit de richting Aadorp op de Oostermaatweg.  Op de kruising met de Horstweg naderden voor hem van rechts twee fietsers, vrouwen uit Vriezenveen van 73 en 72 jaar. De vrouwen wilden de Oostermaatweg recht oversteken. De 39 jarige man remde maar kon een aanrijding niet meer voorkomen. Beide vrouwen overleden ter plekke aan hun verwondingen.  De politie stelt een onderzoek in naar de toedracht van de aanrijding.  De automobilist die dinsdag betrokken was bij de dodelijke aanrijding in Vriezenveen, reed niet te hard. Dat blijkt uit het onderzoek van de politie. Bij het ongeluk kwamen twee bejaarde vrouwen uit Vriezenveen om het leven. Dat gebeurde toen ze de Oostermaatweg wilden oversteken. Vermoedelijk zijn de vrouwen midden op de weg gestopt toen ze de auto zagen aankomen. De automobilist kon de vrouwen niet meer ontwijken. Ze zijn ter plekke aan hun verwondingen overleden. 		",2006-05-09,,
Hellendoorn: Fietsster (90) overlijdt na botsing,"
	  Een 90-jarige vrouw is om het leven gekomen nadat zij met haar elektrische fiets in botsing kwam met een mountainbiker op de Reggeweg in Hellendoorn.  Het ongeluk gebeurde vorige week donderdag al, maar de politie heeft dat pas vandaag bekendgemaakt.  De vrouw kwam op een weggedeelte terecht waar twee mountainbikers fietsten. De mountainbikers konden de bejaarde vrouw niet meer ontwijken, waardoor een van hen tegen de vrouw botste.  De fietsster kwam ten val  waarna ze naar het ziekenhuis werd vervoerd. Het slachtoffer overleed daar later aan haar verwondingen. ",2013-06-06,,
Appelscha: Motorrijder overleden na ongeval,"Appelscha: Motorrijder overleden na ongeval 
	  Een 39-jarige motorrijder uit Donkerbroek is zondagmiddag om het leven gekomen bij ernstig verkeersongeval op de Wester Es. Een 19-jarige automobiliste uit de stad Groningen verliet een uitrit en wilde de weg op rijden. De automobiliste verklaarde tegenover de agenten dat ze een motorrijder zag naderen, maar gezien de afstand reed ze toch op.  Eenmaal op de weg bleek de motorrijder toch wel erg dichtbij te zijn. Ondanks extra gas kon de vrouw een aanrijding niet meer voorkomen. De 39-jarige motorrijder raakte de auto en belandde vervolgens op het wegdek. De motor kwam tot stilstand tegen enkele dikke bomen.  Het slachtoffer overleed op de plaats van het ongeval. De 19-jarige automobiliste bleef ongedeerd. Bureau Verkeersongevalsanalyse stelde ter plaatse een nader onderzoek in",2010-03-08,,
Buren: Dode bij ongeval op Tielseweg,"Buren: Dode bij ongeval op Tielseweg 
	  Bij een frontale botsing tussen een auto en een vrachtwagen is maandagavond de bestuurder van de auto overleden. De politie meldt dinsdag dat het een buitenlandse man betreft, wiens familie nog niet is getraceerd. Het ongeval gebeurde op de Tielseweg in Buren ter hoogte van de Burensedijk. Over de personalia van de overledene kon de politie maandagavond nog niks zeggen. Hoe het ongeluk heeft kunnen gebeuren is niet bekend. De weg was na het ongeval afgesloten voor verkeer. http://www.gelderlander.nl/polopoly_fs/1.5999903.1462820192!/image/image.JPG_gen/derivatives/landscape_800_600/image-5999903.JPG		",2016-05-09,,
Schagen: Motorrijder verongelukt op N241,Schagen: Motorrijder verongelukt op N241 Een 60-jarige automobilist sorteerde op dat moment voor in het vak voor linksaf. De motorrijder raakte de auto en kwam in de berm terecht. Reanimatie door politieagenten en ambulancemedewerkers mocht niet meer baten.,,,2007-04-01
Rotterdam: Fietser ’s nachts doodgereden op Van Rijckevorselweg,"Rotterdam: Fietser ’s nachts doodgereden op Van Rijckevorselweg 
	  Een 54-jarige fietser is in de nacht van zaterdag op zondag in Rotterdam overleden na een aanrijding op een kruising. De Rotterdammer werd op de kruising van de Burgemeester Oudlaan en de Abram van Rijckelvorselweg aangereden door een 28-jarige Schiedammer. De man overleed ter plaatse aan zijn verwondingen, meldde de politie. 		",2009-01-11,,
Twee doden en vijf gewonden bij ongeval in Hoek,"Twee doden en vijf gewonden bij ongeval in Hoek HOEK - Bij een ongeval op de N61 (IJzendijke-Terhole) bij het Zeeuwse Hoek zijn donderdagmiddag twee personen om het leven gekomen. Dat heeft de politie bekendgemaakt. Vijf anderen raakten gewond. Bij het ongeval waren drie autos betrokken. Een terreinauto met zes inzittenden, die reed in de richting van Hoek, kwam door nog onbekende oorzaak in de berm terecht. In een poging de wagen te corrigeren ging de bestuurder, een inwoner van Barendrecht, naar links en schampte de wagen van een tegenligger. Door de klap kwam de terreinwagen dwars op de weg te staan en werd daarop in de flank aangereden door een personenwagen uit tegengestelde richting. De bestuurder van die auto, een 55-jarige man uit Sluis, was op slag dood. Een inzittende van de terreinwagen, een 21-jarige man uit Arnemuiden, was ook op slag dood. De bestuurder van de terreinwagen en de vier overige inzittenden, afkomstig uit Arnemuiden, Oost-Souburg en Goes, raakten ernstig gewond. Zij zijn overgebracht naar een ziekenhuis in Goes. De twee inzittenden van de geschampte personenauto kwamen met de schrik vrij. 		",2004-10-14,,
Spijkenisse: Dodelijk scooterongeval ,"Spijkenisse: Dodelijk scooterongeval  
	  Een 21-jarige scooterrijder uit Spijkenisse is om het leven gekomen door een verkeersongeval in zijn woonplaats. De man botste op de Schrijnwerker met zijn scooter tegen een auto, die werd bestuurd door een 23-jarige vrouw uit Spijkenisse. De man schoot over de wagen heen en raakte een lantaarnpaal. Hij is later in het ziekenhuis aan zijn verwondingen overleden. De bestuurster van de auto raakte niet gewond. 		",2008-05-12,,
Beegden: Motorrijder zwaargewond na ernstige crash,"Beegden: Motorrijder zwaargewond na ernstige crash 
	  Bij een ongeluk in Beegden is donderdagochtend een motorrijder zwaargewond geraakt. De man wilde rond 7:15 uur een andere auto inhalen op de Beegderveld toen het helemaal fout liep. Toen de motorrijder zijn inhaalactie inzette, sloeg de wagen die voor de auto reed die hij wilde inhalen linksaf. De motorrijder botste met hoge snelheid op de personenwagen en werd meters door de lucht geslingerd. De man raakte bij zijn klap ernstig gewond en is met een Duitse traumahelikopter naar het ziekenhuis in Maastricht vervoerd. http://www.1limburg.nl/sites/default/files/public/styles/gallery_detail/public/ongeluk_beegden_ft.jpg?itok=5zSiP3Qr		",2016-07-21,,
Alphen a/d Rijn: Man overleden na ongeval,"Alphen a/d Rijn: Man overleden na ongeval 
	  Een 69-jarige man uit Alphen is woensdag overleden na een ongeval op de Noorderkeerkring.  Rond het middaguur raakte de man met zijn auto van de weg en kwam tot stilstand tegen een boom. De Alphenaar is mogelijk onwel geworden achter het stuur. De man is door de brandweer uit zijn auto gehaald. Hij is onder begeleiding van vier politiemotoren met spoed in een ambulance naar het LUMC gebracht. Daar is hij, ondanks de reanimatiepogingen, overleden. De politie doet onderzoek naar de exacte oorzaak van het ongeval.		",2008-01-02,,
Hippolytushoef: Dode na aanrijding op de N99,"Hippolytushoef: Dode na aanrijding op de N99 
	  WIERINGEN- Bij een aanrijding op de N99 bij Hippolytushoef is donderdagmiddag een meisje omgekomen. Ze wilde bij de kruising met de Koningsweg de Rijksweg oversteken, maar werd daarbij aangereden door een camper. Het is het tweede dodelijk ongeluk in korte tijd. Op 18 oktober reed een automobilist bij afslag Slingerweg tegen een touringcar. Hij overleed korte tijd later. De drukke Rijksweg N99 staat bekend als gevaarlijk.		",2006-11-02,,
A2 - Maasbracht: Dode ongeval was vrouw uit Lanaken,"
	  et slachtoffer van een dodelijk ongeval gisteren op de A2 bij Maasbracht was een 39-jarige vrouw uit Lanaken, net over de grens bij Maastricht. Een mede-inzettende die bij het ongeval licht gewond raakte, is een 33-jarige man uit Roermond. Hij kon na behandeling in het ziekenhuis huiswaarts keren, liet de politie vandaag weten. De oorzaak van het ongeval is onbekend. De auto raakte door nog onbekende oorzaak van de weg en botste tegen een boom. De vrouw uit Lanaken zat achter het stuur.",2015-11-12,,
Scharendijke: Eenzijdig dodelijk verkeersongeval,"Scharendijke: Eenzijdig dodelijk verkeersongeval 
	  Op de Hogeweg in Scharendijke is zaterdagavond een 59-jarige bromfietser uit Holtum bij een eenzijdig verkeersongeval om het leven gekomen. Het ongeval vond plaats na 22.00 uur omdat de man rond die tijd nog is gezien. Mogelijk heeft hij bij de kruising Hogeweg/Elkerzeeseweg een flauwe bocht naar links gemist vanwege slecht weer en daardoor slecht zicht en/of door onwelwording. Hij is op zijn bromfiets rechtdoor gereden en kwam in de sloot terecht waarna hij botste en tot stilstand kwam tegen het talud. Daarna is hij over de brommer heen gelanceerd en op de wal aan de overzijde in de bossages terechtgekomen. Daar is hij waarschijnlijk ten gevolge van hartfalen overleden.		",2012-10-13,,
A16 - Zevenbergschen Hoek: Dode na ongeluk,"
	  Bij een ongeluk op de A16 ter hoogte van Zevenbergschen Hoek is donderdagochtend een automobilist om het leven gekomen. De man is met zijn auto van de weg geraakt en met hoge snelheid tegen een paal geknald. Zijn auto brak door de klap in stukken en de bestuurder was op slag dood. Het ongeluk gebeurde rond 9.00 uur ter hoogte van de toerit naar het benzinestation en parkeerplaats Streepland. De auto is van de weg geraakt, rakelings langs een lantaarnpaal gereden en uiteindelijk tegen de paal -van een stellage waaraan ANWB-borden boven de weg hangen- met een harde klap tot stilstand gekomen. Met hulp van de brandweer is het slachtoffer uit het wrak gehaald. Momenteel zijn 1 rijstrook en de toerit naar het benzinestation afgesloten. Volgens Rijkswaterstaat nog tot ongeveer 12.00 uur. Volgens een ooggetuige liggen de brokstukken van de auto verspreid over tientallen meters. http://i.obstorage.nl/i/2019384/opener/De_auto_lag_compleet_doormidden_na_het_ongeval_(Foto_Marcel_van_DorstSQ_Vision).jpg",2015-01-01,,
