Titel,Artikel,Datum,Confirmed_slachtoffers,Involved_vehicles
"Auto in sloot Kapelle, één gewonde","KAPELLE - Op de Monnikendijk in Kapelle is zaterdag aan het begin van de avond iemand gewond geraakt bij een verkeersongeval 

Ter plekke raakte een automobilist door onbekende oorzaak van de weg  De personenauto reed vervolgens in een droge sloot  Het ongeluk gebeurde omstreeks 18  Naast de ambulancedienst en de politie rukte ook de brandweer met spoed uit  Er bleek echter geen sprake te zijn van een beknelling dus veel was er niet te doen 

De automobilist is per ambulance afgevoerd  Over de aard en de ernst van het letsel is niets bekend  Bergingsbedrijf De Moor werd ingeschakeld om de auto te takelen  Rond 20 00 uur kon het voertuig worden afgevoerd 
Zie ook:
24-02-2019 - Bestuurder Kapelle had vermoedelijk slok op",2019/02/23,0,[5]
Vuilniswagen op z'n kant bij Westpoort,"Op de kruising van de Hornweg met de Noordzeeweg in Westpoort is vanmiddag een vuilniswagen gekanteld 

De vuilniswagen belandde op z'n kant in de berm  Vermoedelijk gaat het om een eenzijdig ongeluk  Twee personen zijn bij het ongeval licht gewond geraakt  Een van deze personen is ter plekke behandeld door ambulancepersoneel  Een hijskraan moest eraan te pas komen om de vuilniswagen weer rechtop te krijgen

De politie doet nog onderzoek naar de precieze toedracht van het ongeluk",2019/02/23,0,"[12, 12]"
"Vrouw overleden bij ernstig ongeluk op A2 bij Best, chaos op de weg","BEST - Bij een ongeluk, vrijdagochtend rond zes uur op de A2 bij Best, is een vrouw om het leven gekomen  Dat bevestigt de politie  De auto van het slachtoffer is tegen de vangrail gebotst  Bij het ongeluk waren meerdere auto's betrokken 

Hoe het ongeluk kon gebeuren, is nog niet bekend  Vanwege de ernst van de situatie werd een traumaheli opgeroepen",2019/02/22,1,"[5, 5, 5]"
Scooterrijdster gewond naar ziekenhuis na aanrijding in Rossum,"ROSSUM - Een scooter en een auto zijn vrijdagmorgen met elkaar in botsing gekomen op de Oldenzaalsestraat in Rossum  Het ongeluk gebeurde ter hoogte van de Everlostraat 

De vrouwelijke bestuurder van de scooter raakte door de aanrijding gewond en is met hoofdletsel naar het ziekenhuis gebracht  Het is nog niet duidelijk hoe het ongeluk kon gebeuren  De politie doet onderzoek naar de toedracht",2019/02/22,0,"[3, 5]"
Fietser zwaar gewond na aanrijding Amsterdam - 112Vandaag,"Amsterdam – Een 27-jarige fietser raakte vrijdagochtend 22 februari 2019 op de Overtoom zwaar gewond ten gevolge van een aanrijding met een personenauto  De 28-jarige bestuurder van de personenauto is aangehouden  Beide Amsterdammers hebben een bloedproef ondergaan  De bestuurder van de personenauto blies een A en een THC-indicatie op de selectieapparatuur  Het vermoeden is dat de fietser ook alcohol heeft gedronken 

De aanrijding vond kort na middernacht om 00 27 uur plaats  De politie stelt een onderzoek in naar de toedracht en heeft twee getuigen gesproken  De fietser is overgebracht naar het ziekenhuis  De bestuurder van de auto is overgebracht naar een politiebureau en zit nog vast voor verhoor",2019/02/22,0,"[2, 5]"
Aanrijding door matras op A2 bij Leidsche Rijn,"UTRECHT - Op de parallelbaan van de A2 bij Leidsche Rijn zijn drie auto's op elkaar gereden, omdat er een matras op de weg lag  De eerste automobilist moest een noodstop maken en de achteropkomers konden niet meer uitwijken  

Wegwerkers die bezig waren op de snelweg zorgden voor een afzetting en verleenden eerste hulp  Een ambulance is ter plekke gekomen, maar niemand raakte gewond  

Door het ongeval was er veel schade en moesten twee auto's weggesleept worden  Er was tijdelijk één rijstrook afgesloten op de parallelbaan richting Den Bosch  Hoe de matras op de weg terechtkwam is onbekend",2019/02/22,0,"[5, 5, 5]"
Doorrijder laat gewonde fietser hulpeloos achter in Haarlem,"HAARLEM - In het centrum van Haarlem is gisteravond een fietser aangereden door een automobilist  Deze ging er vervolgens vandoor en liet de gewonde fietser aan zijn lot over 

Het ongeluk gebeurde rond middernacht, op de kruising van de Raamvest en het Houtplein 

Het slachtoffer is door ambulancepersoneel gestabiliseerd en ingepakt op de brandcard naar het ziekenhuis gebracht 

De politie doet onderzoek naar het ongeluk  Volgens getuigen zou de doorrijder in een zwarte auto rijden",2019/02/23,0,"[2, 5]"
Fietsster gewond bij botsing in Zierikzee,"ZIERIKZEE - Een fietsster is vrijdagmiddag gewond geraakt bij een aanrijding met een auto  De botsing vond plaats in Zierikzee 

Het ongeluk gebeurde rond 15 10 uur bij de kruising van de Hoofdpoortstraat en de Ravestraat  De fietsster, een 38-jarige vrouw uit Zierikzee, liep volgens een hoofdwond op maar het letsel was niet dusdanig ernstig dat ze naar het ziekenhuis moest worden gebracht  De automobilist, een 71-jarige man uit Zierikzee, bleef ongedeerd 

Over de oorzaak van de botsing is niets bekend  Door de botsing raakte de fiets zwaar beschadigd  De auto had geen grote schade",2019/02/23,0,"[2, 5]"
Vrouw zwaargewond na ongeluk op A2,"VELDDRIEL - Een vrouw is donderdagmorgen zwaargewond geraakt nadat ze op de A2 bij de afslag Velddriel met haar auto in een sloot belandde 
De auto kwam rond 7 45 uur op de kop in de sloot terecht  De vrouw kwam met haar arm bekneld te zitten  Ze is door de hulpdiensten bevrijd  Er moest een heftruck van een nabijgelegen groente- en fruithandel aan te pas komen om de auto op te tillen 

De vrouw is met een ambulance naar een ziekenhuis gebracht  Er rukte ook een traumaheli uit",2019/02/21,0,[5]
"Fietsster door auto geschept in Haarlem, bestuurder rijdt door","Een fietsster is donderdagavond door een auto geschept op de Schoonzichtlaan in Haarlem  De bestuurder van de auto ging er na het ongeluk vandoor 

De vrouw reed rond 18 45 uur op haar fiets toen ze door de auto werd geraakt  Ze kwam ten val en raakte lichtgewond 

Het slachtoffer is opgevangen door ambulancepersoneel  De fiets van de vrouw is door agenten naar haar huis gebracht  De politie zoekt nog naar de automobilist",2019/02/21,0,"[2, 5]"
Ernstige aanrijding tussen auto en oplegger in Agelo,"Op de N736 is donderdagavond een ernstige aanrijding geweest tussen een auto en een oplegger  De bestuurder van de auto is met spoed naar het ziekenhuis gebracht 
De aanrijding gebeurde op de Rossumerstraat ter hoogte van Haarhuis Generatoren  De weg is in beide richtingen afgesloten voor al het verkeer  Dit duurt vermoedelijk nog enkele uren  

Bij de aanrijding is alleen de bestuurder van de auto gewond geraakt  Het is onduidelijk hoe de bestuurder er aan toe is  

Update:
Rond 21 00 uur was het onderzoek van de politie afgerond en werd de weg weer vrijgegeven voor het verkeer  

De politie doet onderzoek naar de toedracht van het ongeval",2019/02/21,0,"[5, 12]"
Fietser gewond na botsing met auto op Overtoom,"AMSTERDAM - Een fietser is gister rond middernacht met een auto gebotst op de Overtoom in Amsterdam  Het slachtoffer kwam op de voorzijde van de motorkap terecht en raakte daarbij gewond 

Volgens een getuige moest de fietser naar het ziekenhuis gebracht worden vanwege een hoofdwond  De bestuurder van de auto zou ongedeerd zijn gebleven 

Vanwege het ongeluk werd de Overtoom zo'n anderhalf uur gesloten voor verkeer in beide richtingen  Daardoor kon de Verkeersongevallenanalyse (VOA) onderzoek doen naar de toedracht van het ongeval  Zowel de fiets als de auto zijn vervolgens in beslag genomen door de politie",2019/02/22,0,"[2, 5]"
'Grote ravage' en twee gewonden na ongeluk in Nijmegen,"NIJMEGEN - Bij een ongeluk tussen twee auto's in Nijmegen zijn donderdagavond twee gewonden gevallen  Zij zijn meegenomen naar het ziekenhuis 
Het ongeluk gebeurde rond 20 45 uur op de kruising van de Van Hogendorpstraat met de Tak van Poortvlietstraat in Nijmegen  De politie kwam snel ter plaatse en trof één grote ravage aan  

Bij het ongeluk waren vier inzittenden betrokken, twee personen zijn ter controle naar het ziekenhuis gebracht",2019/02/21,0,"[5, 5]"
Meisje van 17 overlijdt bij verkeersongeval in Kootwijkerbroek,"KOOTWIJKERBROEK - Een 17-jarig meisje uit Kootwijkerbroek is donderdagavond om het leven gekomen bij een verkeersongeval in haar woonplaats  Het slachtoffer reed op een scooter toen ze werd aangereden door een auto  Dat meldt de politie 
Het ongeluk gebeurde rond 20 10 uur op de Wesselseweg, ter hoogte van de Coop-supermarkt  De exacte toedracht is nog niet bekend 

Volgens de politie is het slachtoffer ter plekke gereanimeerd, maar bezweek ze uiteindelijk aan haar verwondingen 

De traumahelikopter was ook opgeroepen, maar die is later gecanceld",2019/02/21,1,"[3, 5]"
Bejaarde vrouw zwaargewond na beknelling tussen autodeur,"Een vrouw is ernstig gewond geraakt nadat ze met haar been in Roermond bekneld kwam te zitten 

Het ongeval gebeurde rond 13:45 uur op de Kapellerlaan 

Beenbeknelling
""De bejaarde vrouw ging een brief posten bij de brievenbus  Toen ze instapte ging de auto al rijden, terwijl haar been zich nog buiten de auto bevond"", zegt een correspondent  De autodeur raakte later een paaltje, waardoor de autodeur dichtsloeg tegen haar been  ""Ze kwam klem te zitten met haar been tussen de auto en de dorpel van de auto ""

Zwaargewond
De vrouw liep door de beknelling een open botbreuk aan haar been op en verloor daarbij veel bloed  Ze zou per ambulance naar het ziekenhuis in Maastricht zijn vervoerd",2019/02/21,0,[5]
Fietser gewond in Bunschoten bij botsing met auto,"BUNSCHOTEN-SPAKENBURG - In Bunschoten is vanavond een fietser aangereden  Het slachtoffer kwam op de Molenstraat in botsing met een auto 

De toedracht van het ongeluk is nog niet duidelijk  De fietser is met een ambulance naar het ziekenhuis gebracht 

Het ongeval gebeurde ter hoogte van de Prins Johan Frisostraat",2019/02/21,0,"[2, 5]"
Botsing door Engelse automobilist op verkeerde weghelft bij Veenendaal,"VEENENDAAL - Een Engelse automobilist heeft vanavond een ongeval veroorzaakt door op de verkeerde weghelft te rijden bij Veenendaal 

Rond 18 35 botsten daardoor drie personenauto's op de N418, ter hoogte van De Klomp 

De auto's zijn door een berger meegenomen",2019/02/21,0,"[5, 5, 5]"
Voetganger zwaargewond na aanrijding door auto op De Horst,"Een voetganger is donderdag zwaargewond geraakt nadat hij werd aangereden door een auto op de Horst, in de wijk Mariahoeve, omstreeks 14  Dat meldt de politie 

Het ongeval gebeurde op de parkeerplaats van winkelcentrum Het Kleine Loo  Voorbijgangers hebben eerste hulp verleend aan het slachtoffer  Daarna is hij naar een ziekenhuis gebracht met een ambulance 

Toen hij vervoerd was, is de politie begonnen met onderzoek naar de toedracht van het ongeval  De politie zoekt naar getuigen van het incident",2019/02/21,0,"[1, 5]"
Alle rijstroken A28 weer open na aanrijding snelwegloper,"ZEIST - Op de A28 ter hoogte van de afslag Den Dolder/Zeist-Oost is iemand aangereden die op de snelweg liep  Volgens omstanders heeft een vrachtwagen de persoon aangereden  Vanwege het ongeluk waren twee van de drie rijstroken tijdelijk dicht  

De ANWB meldt om 13 00 uur dat de weg weer is vrijgegeven  De file richting Utrecht zal snel gaan afnemen zo is de verwachting  Eerder werd verkeer geadviseerd om via Hilversum om te rijden 

De traumahelikopter werd opgeroepen voor het slachtoffer, maar was uiteindelijk niet nodig  Volgens de politie vallen de verwondingen mee 

De politie doet onderzoek naar de oorzaak van het ongeluk",2019/02/20,0,"[12, 1]"
Vrouw gewond bij ongeluk door lesauto in Haarlem,"Vrouw gewond bij ongeluk door lesauto in Haarlem

© Rowin van Diest

© Rowin van Diest

© Rowin van Diest


© Rowin van Diest

© Rowin van Diest
Vandaag om 13:20
HAARLEM
Bij een ongeluk op de Vondelweg in Haarlem is woensdagochtend om even voor twaalf uur een vrouw gewond geraakt  Er is een lesauto bij betrokken 

Toen de lesauto plotseling remde, kon de auto die erachter reed nog net op tijd remmen  De auto’s daarachter niet, en zo ontstond een botsing waarbij drie auto’s schade opliepen 

De lesauto is na het ongeluk doorgereden  Omdat de lesauto zelf niet is geraakt, is het mogelijk dat de inzittenden niets van de botsing hebben meegekregen 

Een vrouw is met pijn in haar nek naar het ziekenhuis gebracht",2019/02/20,0,"[5, 5]"
Ernstig ongeluk op kruispunt Wormerveer,"WORMERVEER - Bij een botsing tussen twee auto op een kruispunt in Wormerveer zijn gisteravond meerdere gewonden gevallen  Een weginspecteur van de provincie spreekt van een 'zeer ernstig ongeval' 

Het ongeluk gebeurde rond 22 45 uur op het kruispunt van de N203 met de N246  Een van de auto's eindigde kwam na de klap op een vluchtheuvel tegen een verkeerslicht tot stilstand  

Volgens getuigen zijn beide bestuurders gewond geraakt en naar het ziekenhuis gebracht  Over de ernst van hun verwondingen is nog niets bekend  

Elkaar frontaal geraakt
Gezien de schade aan de auto's lijkt het erop dat ze elkaar frontaal hebben geraakt  Beide auto's zijn total loss  Nadat de politie onderzoek had gedaan naar de toedracht van het ongeluk, heeft een berger de wrakken opgehaald  

Daarmee kon de weg nog niet worden vrijgegeven, want er moest ook een zogeheten ZOAB-wagen worden besteld om het wegdek te reinigen  De N203 was door het ongeluk, de hulpverlening en de schoonmaakwerkzaamheden enige uren dicht, net als de toerit naar de N246",2019/02/21,0,"[5, 5]"
Fietser gewond bij aanrijding op Oostweg in Enschede,"Een fietser is vanmiddag gewond geraakt bij een aanrijding met een auto op de kruising van de Oostweg met de Schukkinkweg in Enschede 
De fietser is door een ambulance naar het ziekenhuis gebracht  Het is niet duidelijk hoe de fietser er aan toe is 

Volgens de politie heeft de fietser bij de botsing met de auto een klap gehad en is daarna ten val gekomen  


De zijkant van de auto is beschadigd geraakt door de aanrijding",2019/02/20,0,"[2, 5]"
Botsing tussen fietser en motorrijder op dijk in Lexmond,"LEXMOND - Een fietser en een motorrijder zijn gewond geraakt bij een aanrijding op de Kortenhoevendijk in Lexmond 

De bestuurders zijn met flinke snelheid frontaal op elkaar gebotst  Meerdere ambulances, politie en een traumaheli kwamen ter plaatse  Eén persoon is met spoed overgebracht naar het ziekenhuis 

De dijk is tijdelijk volledig afgesloten",2019/02/20,0,"[4, 2]"
Auto over de kop bij ongeluk op A12,"DE MEERN - Op de A12 bij knooppunt Oudenrijn is aan het einde van de middag een auto over de kop geslagen  Bij het ongeluk waren meerdere auto's betrokken 

Het ongeval gebeurde rond 16 45 uur, in de richting van Arnhem  Twee auto's raakten zwaar beschadigd  

Vanwege het ongeluk werden drie rijstroken afgesloten en ontstond er file  Volgens een getuige negeerden veel automobilisten de rode kruizen boven de weg  

Een inzittende zou zijn nagekeken door ambulancepersoneel  Het is niet bekend hoe hij of zij eraan toe is",2019/02/20,0,"[5, 5]"
Crash op kruising Zuilense Ring,"MAARSSEN - Op de Zuilense Ring bij Maarssen is een gewonde gevallen bij een botsing tussen twee auto's  

Het ongeluk gebeurde gisteravond op de kruising bij de oprit naar de A2  Een Range Rover die bij het ongeluk betrokken was, kwam in de vangrail terecht  Het busje waarmee de wagen in botsing kwam had vooral schade aan de voorzijde  Een persoon moest naar het ziekenhuis, andere betrokkenen kwamen met de schrik vrij 

Omdat onbekend is hoe de aanrijding precies kon gebeuren en of een van de auto's door rood is gereden heeft de Verkeers Ongevallen Analyse (VOA) onderzoek gedaan  

Door de aanrijding was de oprit naar de A2 afgesloten vanaf Maarssen en moesten automobilisten omrijden  Een berger heeft beide voertuigen meegenomen  De vangrail word later gerepareerd",2019/02/20,0,"[5, 5]"
Auto schept voetganger in Ede; slachtoffer naar ziekenhuis,"EDE - Een voetganger is woensdagmiddag gewond geraakt bij een verkeersongeval in Ede  Het slachtoffer werd op de hoek van de Laarwoud en de Mantingerzand aangereden door een auto 
De gewonde man is per ambulance naar het ziekenhuis gebracht  Over de aard van zijn verwondingen is niets bekend 

Het ongeval gebeurde aan het einde van de middag  De exacte toedracht is niet bekend",2019/02/20,0,"[1, 5]"
